Index,Content,Category
447,"Haley Peters added 15 points and 13 rebounds for the Blue Devils (18-1, 8-0 Atlantic Coast Conference), who won their 34th consecutive home game against ACC competition. Making her second start of the season after missing the first five games with a leg injury, Wells hit all three of her 3-point attempts and had three steals. She missed the spring semester last season while serving a suspension for violating university policy. ''I just feel grateful that I'm back and have the opportunity again,'' Wells said. ''Every day, I'm just going hard, whether it's on the court or off the court with my team, just trying to get everybody together. It's really great.'' Chelsea Gray and Tricia Liston scored 12 points apiece for Duke. Elizabeth Williams had 10 points for the Blue Devils. The Blue Devils shot 47 percent from the floor and finished with a 47-28 advantage in rebounds, improving their all-time record against the Eagles to 11-2. ''I thought we had two halves of great defense,'' Duke coach Joanne P. McCallie said. ''Offensively, we were sharp in the first half, a little bit less so in the second. But overall, I loved the offensive balance and productivity.'' Kristen Doherty scored 14 points to lead Boston College (8-11, 2-6), which lost its fourth consecutive game. Kerri Shields added 13 points and Nicole Boudreau had 11 points for the Eagles. Boston College shot 30 percent from the floor, including 6 of 24 from 3-point range. ''Duke's hands were so good,'' Boston College coach Erik Johnson said. ''They got deflections everywhere. Our drive-and-dish game, our ability to create shots for others, was clearly disrupted.'' The Blue Devils led 49-33 at halftime after shooting 56 percent from the field and making 8 of 10 3-point attempts. Liston and Wells led the charge, each shooting 4 of 4 from the floor. All four of Liston's shots were 3-pointers, including one from the left wing that capped a 9-0 run to give Duke a 28-17 lead with 8:30 left in half. Wells added a pair of 3-pointers before halftime, including a 25-footer from the right wing to beat the shot clock buzzer early in the game. ''It was definitely an energy booster,'' Wells said. ''I wasn't really focused on where I was at. I just knew the shot had to go up. I had the ball, so I let it go, and it went down for me. Definitely a lift for the team.'' Liston and Wells each made a 3-pointer during a 7-0 run that gave the Blue Devils a 40-24 lead late in the first half. The Eagles stayed within striking distance with some hot 3-point shooting of their own after Duke's initial spurt. Shields nearly duplicated the 4-for-4 effort of Liston and Wells before halftime, making three 3-pointers. Doherty also made two 3-pointers for the Eagles, who shot 5 of 11 from behind the arc in the first half. When the 3-point shooting cooled to 1 of 13 after halftime, so did Boston College's chances of rallying against the Blue Devils. ''They make you pay for every mistake you make,'' Doherty said. ''When you get in those huddles when you make a mistake, what we need to work on is not letting it affect our next play as much as we do.'' Duke honored its 2003 team, which won the ACC championship and reached the Final Four, at halftime. It marked the first time that Gail Goestenkors, who coached the Blue Devils for 15 seasons and led them to four Final Fours before leaving to coach Texas in 2007, had returned to Duke to watch a game.",Raw Data
448,"Morgan fell to the ground as Hazard attempted to get the ball from him, with the 22-year-old then trying to kick it from under him but appearing to instead make contact with the youngster. QPR manager Redknapp sympathises with Hazard and holds Morgan responsible for the incident. ""Hazard toe-poked the ball under the boy's body. Why is the kid lying on the ball in the first place?"" he said. ""You can imagine the frustration - you're a player trying to reach a cup final but there's this kid behaving like an idiot who won't give you the ball back. ""Hazard didn't kick the kid, he kicked the ball underneath him, but the whole thing got blown out of all proportion. ""I can think of a lot of players who would have kicked a bit harder than he did. He just toe-poked the ball away. ""The boy was tweeting before the game that he's a super time waster. The way he behaved was disgusting."" Morgan himself briefly broke his silence on Thursday night, tweeting: ""Crazy 24 hours. Spoke to Hazard and I will not be pressing charges. Be in touch."" ""Three calls have been received from members of the public living in Sussex, Kent and west Wales which are being followed up,"" a police spokesman said. Hazard was assumed to have avoided criminal charges when the matter was dropped after he and the teenager met and made mutual apologies. It then emerged Morgan was no mere ball-boy but the son of millionaire Swansea director Martin Morgan. Charlie's parents Martin and Luisa Morgan own almost a quarter of the Premier League club and their son enjoys a lifestyle most professional footballers would envy. Lifelong Swans fans, the Morgans amassed their £42million through owning and selling a travel agency and then investing in boutique hotels. Former Swansea manager Brendan Rodgers spoke up for Morgan and suggested any possible time-wasting was ""nothing sinister"". Rodgers, who spent two years at the Liberty Stadium before moving to Liverpool last summer, joked: ""I know Charlie well. He used to do it great for me! He was taught well! ""He is a good boy. He loves his club and he loves his football."" He added: ""Don't get me wrong, ball boys are well tuned in to what is required in the game. ""There was maybe a wee bit of gamesmanship by Charlie but certainly nothing sinister. ""I think any manager, player, coach would be happy if their ball boy did that.""",Raw Data
449,"Each day we'll bring you the very latest tabloid rumors as the biggest clubs around splash the cash to bolster their rosters. True or not, they're always entertaining... Every morning, FOX Soccer gathers the rumors from across England's papers and presents them to you in one place: Paper Chase. Here are the archives: Jermaine Pennant wants to move to America when his Stoke contract expires in the summer. Stephen Warnock, a target for Leeds, is in talks with West Ham. Rafa Benitez has given Chelsea fans the news they've been dreading - he is desperate to land the Stamford Bridge gig on a permanent basis. Liverpool last night clinched the £8.7million signing of Inter Milan midfielder Philippe Coutinho. Harry Redknapp has threatened to sell some of his QPR flops following the defeat to MK Dons. Real Madrid president Florentino Perez is eyeing Arsene Wenger as his number one target to replace Jose Mourinho. Mohamed Diame has told pals he would love to join Arsenal this week. Ezequiel Garay and Angelo Ogbonna are both on Sir Alex Ferguson's radar as potential future signings. Liverpool flop Sebastian Coates is a £7million target for Brazilian club Gremio. Pepe Reina's agent is to hold talks with Liverpool this week over the goalkeeper's future. David Beckham will try and convince at least four big name England stars - including Steven Gerrard - to join the MLS once he has sorted out his own future. Trabzonspor are expected to up their offer for £3million-rated Luciano Becchio on Monday. Reading are planning to hijack Tom Ince's move to Liverpool. Wigan boss Roberto Martinez is ready to land Ecuadorian winger Jefferson Montero. West Ham are making a £2million bid for Montpellier left-back Henri Bedimo. Middlesbrough are poised to sign free agent Kieron Dyer. Blackburn boss Michael Appleton is to return to former club Blackpool with a £1million-plus bid for skipper Alex Baptiste. Bolton will sell Marcos Alonso to Fiorentina - if the Serie A side come up with a £600,000 fee. Notts County are set to snap up former Ipswich striker Jason Scotland. Everton boss David Moyes wants Barnsley defender John Stones. Arsenal want to nab young Spurs keeper Jordan Archer. Stoke have handed a trial to Jeffrey Sarpong, who has left Real Sociedad. Ipswich are watching highly-rated Derby right-back Kieron Freeman. Crystal Palace, Huddersfield, Wolves and Burnley are all tracking Swindon's Matt Ritchie. Derby want to take Norwich striker Simeon Jackson loan. Mario Balotelli is on alert for a beat-the-deadline move to AC Milan. David Moyes is emerging as a genuine candidate to become Chelsea manager in the summer. Liverpool chiefs will fly to Italy today to finalize the £8.5million signing of Philippe Coutinho. Newcastle could make Bastia midfielder Florian Thauvin their sixth French signing of the transfer window. Barnsley boss David Flitcroft wants to make Jason Scotland his first signing. Turkish side Kasimpasa have inquired about West Ham striker Carlton Cole. Sir Alex Ferguson took the advice of two key people before signing Robin Van Persie. Liverpool have won the battle to sign Philippe Coutinho from Inter Milan. Harry Redknapp will make a final move to sign Peter Odemwingie from West Brom. Arsene Wenger has admitted he will try to sign another striker before the window shuts. Fulham lead a host of clubs lining up late cut-price bids for Birmingham goalkeeper Jack Butland. Stoke this week are set to revive their interest in Brek Shea. Aston Villa are being circled by Premier League vultures preparing swoops for Christian Benteke. Newcastle are ready to make an improved £3million bid for Bastia midfielder Florian Thauvin. Tottenham will make a third bid to accelerate the signing of Lewis Holtby this week. Fulham are set to compete with West Ham for France Under 21 defender Fabrice N'Sakala. Asmir Begovic has set his heart on a summer move to Manchester United. Norwich will have to pay £12million to sign Sporting Lisbon striker Ricky van Wolfswinkel and remain on the trail of Gary Hooper. SUNDAY EXPRESS Christian Benteke is ready to quit Aston Villa after just one season. Striker Mario Balotelli could still leave Manchester City before Thursday's deadline according to his agent. Jermaine Pennant wants to live the American dream once his Stoke contract expires. Rafa Benitez is confident he's the right man to lead Chelsea for the next few years.",Raw Data
450,"When I first signed at the University of Tennessee, I must admit, I was a little afraid. Pat Summitt was a 5-foot-10 woman who possessed a deep Southern drawl, paced the sidelines, yelled at refs and glared at her players. Rumor had it she vowed to make each of her 300-plus players cry at one point during their career, and she had! Pat Summitt is inspiring to others because of the amount of wins she's accrued (1,098), the NCAA titles she's won (eight) or the years she's been coaching (38). She inspires ME because she lives by her words and she is a model for her advice. When I first arrived on campus and received the Lady Vols' handbook I noticed a list of Pat's policies on the back, ""The Definite Dozen."" Quickly, I skimmed over them and one jumped off the page: Handle success as you handle failure. This specific policy is the most important lesson I have ever learned. During my darkest days at Tennessee I never felt alone. Coach was there when I woke up from my season-ending knee surgery. She cried alongside me as I tried to piece together my life following my parents' divorce. I always had a shoulder to lean on and words of advice to follow. Pat did as she said. The same words and advice she offered me, she followed as she publicly dealt with a divorce from her husband. In the team meeting in which she disclosed the news of her split, we were in shock at how up front and honest she was. We were a family and our leader, in the toughest times, still somehow set an example. My four years at UT flew by. Those years were filled with ups and downs, wins and losses. Following wins, Pat encouraged us to work harder and never get complacent. After losses, we graciously congratulated our opponent and went back to work on getting better. I believe Pat was successful in coaching because her work ethic is second to none. She is successful in life because she cares. In my junior and senior years we reached the pinnacle of success by winning NCAA titles. Pat reminded us to remain humble and give others credit because no one reached the top alone! I watched as Coach gave her all for the University of Tennessee. Whether Pat was signing autographs, conducting interviews or spending all day at our summer camp for little kids, she did it to the BEST of her ability. One day, I asked her how she did it all on a daily basis. Pat simply replied, ""It's easy to tell people how certain things are done. Real leaders show people how things are done."" If you ever were in doubt about how truly inspirational Pat Summitt is, look only to August 2011. Courageous and up-front, Coach Summitt announced she was battling early-onset Alzheimer's. Anyone can be inspirational in their greatest moments. Pat proves to be most inspiring in her weakest. Through her, I've truly grasped the concept ""handle success as you handle failure."" Pat Summitt is a constant, never-changing person. She possesses the same ideals and morals regardless of the circumstances. She will get on stage and celebrate life's greatest achievements, but also publicly battle life's disappointments. Pat is the embodiment of her Definite Dozen. She lives it every day. Pat's eyes can see through you. Literally! The crystal-blue circles are filled with passion, pain and power! I dare you to try to stare back at that glare. Impossible. She's the pioneer of the game, but her greatest influence isn't a result of the bouncing ball and the game she helped grow. Pat Summitt coaches her players on life, and that is why she is my inspiration.",Raw Data
451,"Relatives and angry young men rampaged through the Egyptian city of Port Said on Saturday in assaults that killed at least 27 people following death sentences for local fans involved in the country's worst bout of soccer violence. Unrest surrounding the second anniversary of Egypt's revolution also broke out in Cairo and other cities for a third day, with protesters clashing for hours with riot police who fired tear gas that encompassed swaths of the capital's downtown. The divisive verdict and bloodshed highlight challenges being faced by President Mohammed Morsi, who took office seven months ago following an Egyptian revolution that ousted autocratic leader Hosni Mubarak. Critics say Morsi has failed to carry out promised reforms in the country's judiciary and police force, and claim little has improved in the two years after the uprising against Mubarak. The Islamist leader, Egypt's first freely elected and civilian president, met for the first time with top generals as part of the newly formed National Defense Council to discuss the deployment of troops in two cities. The military was deployed to Port Said hours after the verdict was announced, and warned that a curfew could be declared in areas of unrest. The military was also deployed to the canal city of Suez, where protesters attacked the main security compound there after eight people were killed late Friday. Saturday's riot in Port Said stemmed from animosity between police and die-hard soccer fans know as Ultras, who also were part of the mass uprising against Mubarak that began on Jan. 25, 2011, and at forefront of protests against the military rulers who assumed temporary power after his ouster. It also reflected tensions after the uprising that reached into all sectors of Egyptian life, even sports. Survivors and witnesses said Mubarak loyalists had a hand in instigating last year's attack, which began Feb. 1 after Port Said's home team Al-Masry won a match, 3-1, against Cairo's Al-Ahly. Some say ''hired thugs'' wearing green T-shirts posing as Al-Masry fans led the attacks. Others say, at the very least, police were responsible for gross negligence in the Feb. 1 soccer brawl that killed 74 Al-Ahly fans. Anger at police was evident in Port Said, home to most of the 73 men accused of involvement in the bloodshed, although the trial was held outside Cairo. Judge Sobhi Abdel-Maguid did not give his reasoning when he handed down the sentences for 21 defendants. Executions in Egypt are usually carried out by hanging. Verdicts for the remaining 52 defendants, including nine security officials, are scheduled to be delivered March 9. Some have been charged with murder and others with assisting the attackers. All the defendants - who were not present in the courtroom Saturday for security reasons - can appeal the verdict. Supporters of those sentenced to death said they were being used as scapegoats. The rioters attacked the city's prison after the verdict was read live on state television to try and free the defendants. A police lieutenant and police officer were killed in the assault. Residents also focused their anger against the government, attacking a power station, the governor's office and local courthouse. They staged a sit-in along the main road leading into the city and occupied a police station. Security officials said a total of 27 people were killed and some 400 wounded, many by gunfire, throughout the city. The officials spoke on condition of anonymity because they weren't authorized to release the information. Victims were killed when police fired tear gas, bird shot and other live ammunition at the mob. Two soccer players who died- one from Port Said's Al-Marikh club and the other a former player of its Al-Masry club - apparently were killed on their way to do training near the prison. One of the players was shot three times, a local health official said. Some 220 kilometers (135 miles) away in Cairo, the divisive nature of the trial was on display. Relatives of those killed at the soccer game erupted in joy in the courtroom after the verdict was announced. Families yelled ''Allahu Akbar!'' Arabic for ''God is great'' and pumped their fists in the air. Others held up pictures of the deceased, most of whom were young men from Cairo's poor neighborhoods. One man fainted while others hugged. The judge smacked the bench several times to try to restore calm. Supporters of Cairo's Al-Ahly celebrated the verdict in the team's club before heading toward Interior Ministry headquarters, which manages the police, for more protests. Lawmakers had formed a fact-finding committee that found some evidence toward collusion from authorities, but the evidence was not conclusive. Nine of those on trial are security officials, charged with assisting the attackers for failing to search for weapons as is customary and allowing known criminals to attend the game. One was a senior officer who locked the exit designated for Al-Ahly fans. Many victims suffocated or were trampled to death in the corridor trying to escape the violence. Others were thrown off bleachers, undressed, beaten with iron bars and had the words ''Port Said'' carved into their skin. Police reform researcher Karim Ennarah said the lack of a proper investigation raises the specter that some of those on trial are innocent. The state prosecutor's office, tasked with investigating the case, was long run by a Mubarak holdover. ''We still operate in a state that doesn't hold its employees, specifically in the security sector, to account,'' Ennarah said. ''There might have been democratic elections, but it still is a very undemocratic state in terms of how police work.'' The most high profile case since Egypt's uprising was that of Mubarak himself. He was found guilty of failing to stop the killing of around 900 protesters. The verdict angered people who wanted him executed on charges of ordering deadly force. He was sentenced to life in prison in what even some of his opponents argue was a verdict based on flimsy evidence aimed at appeasing an angry public. A lawyer of one of the defendants given a death sentence Saturday said this verdict too was political. Days before the verdict, Morsi declared the victims ''martyrs of the revolution'', granting families up to $15,000 in compensation. ''There is nothing to say these people did anything and we don't understand what this verdict is based on,'' Mohammed al-Daw told The Associated Press by telephone. ''Our situation in Port Said is very grave because kids were taken from their homes for wearing green T-shirts,'' he said, referring to the Al-Masry team color. The president, once a detainee under Mubarak for his political activities with the Brotherhood, had vowed to restore security in his first 100 days in office. Instead, critics say he has waged a personal campaign against anti-Brotherhood figures rather than carry out comprehensive reform. His Muslim Brotherhood allies blamed ''misleading'' media outlets for enflaming the public against the government. The main opposition bloc said it holds Morsi responsible for ''the excessive use of force by the security forces against protesters.'' Fans of Al-Ahly, mostly young men in their teens, promised more violence in the days leading up to the verdict if the death penalty was not handed down. Their main Facebook page had called for bloodshed. ''This was necessary,'' said Nour al-Sabah, whose 17-year-old son Ahmed Zakaria died in last year's melee. ''Now I want to see the guys when they are executed with my own eyes, just as they saw the murder of my son.'' ''We are not really that happy,'' Mohamed Ahmed, a survivor of the attack, said. ''The government helped the Ultras of Port Said by blocking the gates of the stadium until people suffocated to death.'' Meanwhile, Port Said resident and activist Rasha Hammouda said the city wants those involved in killings to be brought to justice. ''We have no problem with execution of those who killed, but bring everyone who is involved,'' she said.",Raw Data
452,"LOS ANGELES Welcome to Lakerland, where the working motto is now: another day, another bombshell. Just when it seemed inevitable that Phil Jackson would ride to the rescue after the Lakers shocked the NBA by firing Mike Brown five games into the season, they pulled an even more astonishing move late Sunday night by hiring Mike D'Antoni as coach. The deal, for three years and $12 million with a team option for a fourth year, was first reported by the Los Angeles Times. In any another instance, bringing in D'Antoni, one of the NBA's sharpest offensive minds, to team with Steve Nash and the rest of the Lakers' A-listers, would have been a great coup three weeks into the season when so few top coaches are on the market. But coming as it did with Kobe Bryant giddy about the prospects of being reunited with Jackson and Staples Center fans breaking into ""We Want Phil"" chants during Sunday night's 103-90 victory over Sacramento this will not go over well. Nor should it. If the deal fell apart because the Lakers would not meet Jackson's demands, be it more money (a reported $10-12 million per season) or more authority in personnel matters, then both sides screwed this up. Jackson, who waited a year to become the Lakers coach in 1999 because they would not meet his price, might have walked into another team that was equipped to win a championship, just as he had previously in Chicago and Los Angeles. And if he really did want to coach again, returning to the Lakers would not have required him to move he lives a 10-minute drive from the team's offices. But the Lakers will pay a heavier toll. They are already on the hook for $13 million to Brown they'll be paying D'Antoni less and now they will find out just how much it will cost them not to have hired Jackson. The Lakers have a rich new television contract with Time Warner and short of insisting they re-sign Derek Fisher, what could be so egregious about having a say in personnel? For a franchise that is about being all-in to win a championship the Lakers customarily have the league's highest payroll the notion that they did not want to open up the coffers (or hand over the reins) for Jackson will have an immediate effect. It means D'Antoni's honeymoon should last all the way until . . . the Lakers lose a game. Kobe Bryant said he would approve of D'Antoni's hiring he worked with him during the last two Olympics but it was clear the way he gushed over Jackson, calling him ""a genius,"" where his preference lie. It will also put to the test an assertion Bryant made Sunday after the victory over the Kings. ""Nothing concerns me about this organization,"" Bryant said when asked about the coaching search. ""They always seem to make the right decision."" D'Antoni was brilliant in Phoenix, where he coached Nash to two MVP awards, and his up-tempo offense heavily influenced the rest of the league. In New York, after a rebuilding effort seemed to be headed in the right direction, the Knicks dealt for Carmelo Anthony who never respected D'Antoni's point guard-centric system enough to play defense for him. He resigned midway through last season. ""Obviously, I think everyone knows how much I love Mike,"" Nash said. ""If he were the coach, it would be seamless and terrific for me, and I think the team as well."" Nash spoke earlier Sunday evening, when the prospect of Jackson not being coach seemed unlikely to him, to the crowd, or to anyone else who believed in the Lakers capacity for theater. Now that D'Antoni is the coach, the Lakers had better hope their point guard is right.",Raw Data
453,"Manchester Uniteds last 16 Champions League tie against Real Madrid at Old Trafford on March 5 could be decided by a supremely talented Portuguese winger - however, it might not be the one youre thinking of. Nanis performance in Mondays FA Cup win over Reading, coming off the bench to open the scoring before delivering a pinpoint cross for Javier Hernandez, was a reminder of what he is capable of. The Portuguese was touted as one of the hottest properties in world football when he signed for United from Sporting Lisbon in 2007 aged 20. Scroll down for video... Staking his claim: Nani celebrates after a match winning performance against Reading in the FA Cup But at the age of 26, when many thought he would be tearing Premier League defences wide open like his compatriot Cristiano Ronaldo, Nani remains infuriatingly inconsistent. His time may already be up. Nani did not even make the squad for Uniteds first leg trip to Madrid, which finished 1-1, and the impending arrival of Wilfried Zaha suggests his career at Old Trafford could be coming to an end. If he wants to save it, he must show more of the form he displayed against Reading and less of the underwhelming performances that have seen him start just one league game since September. The parallels with Ronaldo are hard to ignore. Nani is still like the Ronaldo that arrived at United from Sporting Lisbon the Ronaldo who never grew up. The diving, the preening, the lack of end product Ronaldo curbed all of these to become what would be in any other era the best footballer on the planet. One trick pony? Nani has failed to live up to his potential at Old Trafford But Ferguson knows what he still has on his hands with Nani. Speaking after the Reading game, the United manager said: Hes got great talent, we know that. I had a feeling he would win the game for us. You could see he was right on form the moment he came on. He had two great strikes immediately and was a threat to them the whole night. Its a good addition. If he keeps that form it makes my job more difficult now. Whether that praise translates into an increased role in the squad of the Premier League champions elect, or a role in the Madrid game on March 5 remains to be seen, but Nani did not do himself any harm last night. Standing in the shadows: Nani was billed as the man to step into Cristiano Ronaldo's shoes after his move his Real Madrid The other player United signed from Portugal at the same time as him, Anderson, has suffered from even more inconsistency, and his purchase must go down as a failure. It would be harsh to rule Nani the same, and it was Anderson who echoed his managers thoughts on the wingers performance. Everybody knows the quality of Nani, the Brazilian said. I know he sometimes does not play but when he does he is important for the team. He won the game for us and he was very important. This match-winning ability harks back to two seasons ago, when he was voted Players Player of the Year at Old Trafford after topping the Premier League assist charts with 14 and scored 10 goals in all competitions. Point to prove: Wilfried Zaha's summer arrival from Crystal Palace could stills see Nani leave Old Trafford It seemed Nani was finally becoming one of Uniteds most effective players but he has tailed off, although his cross to set up Hernandez against Reading was a reminder of his ability. And more performances like the FA Cup win could see him still play a role, perhaps even prolonging his stay, one which could even have ended last summer when a move to Zenit St Petersburg was on the cards. His lack of consistency is a massive factor in Uniteds willingness to sell him and the distinction between Nani and Antonio Valencia is clear. Flipping hell! Nani has the talent to play at the very top but has consistently frustrated Unite fans Ferguson has used players like Valencia, Park Ji-sung and John OShea good, consistent players, but not possessing Nanis ability to get United over the line in competitions. Much less has he relied on mercurial talents like Nani, but the Reading performance may have been a timely reminder. Nani is the flamboyant outcast in a United model of consistent victory, but if he has a hot-streak, there may be one last chance at Old Trafford. Nanis five best moments v Tottenham, August 27, 2007 - Nani scores a spectacular late winner against Spurs on his debut. v Chelsea, May 21, 2008 Scores a penalty in the Champions League final shootout in Moscow and picks up a winner's medal after Edwin van der Saar saves from Nicolas Anelka. v Bayern Munich, April 7, 2010 - Scores a brace in the Champions quarter final - including a spectacular backheel - although United crash out on away goals. v Manchester City, February 12, 2011 - Opening the scoring in a crucial match toget Uniteds title challenge on track, before crossing for Wayne Rooneys memorable bicycle kick. v Manchester City, August 7, 2011 - Scoring twice in the Community Shield, including a last minute winner, to claim the season curtain-raiser over rivals. Nani's five worst moments v Arsenal, February 16, 2008 - Facing accusations of disrespect after doing kick-ups and attempting a seal dribble towards the end of an FA Cup tie with Arsenal that United won 4-0. v West Ham May 3, 2008 - Being sent off for butting Lucas Neill before falling to the ground in apparent agony in an attempt to avoid punishment. v AC Milan, February 17, 2010 - After being hauled off for Valencia after a poor performance at the San Siro against AC Milan, his replacement immediately crosses for Rooney, who heads in and congratulates the winger, relieved to have received a good cross, with United going onto win 3-2. v Fulham, August 22, 2010 - Coming off the bench and missing a crucial penalty in the 86th minute at Craven Cottage before Brede Hangeland headed in a last-minute equaliser. v Galatasaray, September 19, 2012 - Missing an attempted stutter penalty in the Champions League group match, before Ferguson admitted he did not know why Nani had taken the kick.",Raw Data
454,"Yesterday he started the regulation three-match ban for his red card, missing Chelseas 2-2 FA Cup draw at Brentford. Hazard has until 6pm tomorrow to respond to the FAs charge. But the club insist his current punishment is enough, as they feel footage of the incident shows the midfielder kicked the ball and not Morgan as the 17-year-old lay on it, trying to waste time. Chelsea boss Rafa Benitez said yesterday: For a player that was in a cup compet-ition, with this intensity and in the way that things were going on, I think that a three-game ban is enough. Blues centre-back Gary Cahill added: If I was a ballboy Id grab the ball as quickly as I could and throw it back. That would solve all the problems.",Raw Data
455,"﻿Lou Amundson is heading to the New Orleans Hornets. The power forward wrote in a text message Monday to FOX Sports Florida that he will sign with the Hornets for the rest of the season after his 10-day contract with the Chicago Bulls expires at the end of the day. ""Chicago was prepared to sign me to another 10-day, but I felt I should go somewhere where I can get a better opportunity to play,'' Amundson wrote in a text message. Amundson signed a 10-day deal with the Bulls on March 2. But he played just two minutes in one game while not appearing in four others. The Hornets needed a big body after power forward Jason Smith recently was lost for the season with a shoulder injury. Amundson, who began the season with Minnesota before being waived Feb. 8, has seven-year NBA career averages of 3.8 points and 3.6 rebounds.",Raw Data
456,"Jen Floyd Engel, a Top 10 columnist for FoxSports.com in the 2012 Associated Press Sports Editors annual contest, had covered local sports for the Fort Worth Star-Telegram since 1997 and became a columnist in 2003 before joining Fox Sports. Sports opinions? She’s never short of them. And love her or hate her, she’ll be just another one of the boys. Follow her on Twitter or like her on Facebook. Almost two years ago, Ravens linebacker Ray Lewis sat down with a fellow Baltimorean to try to reach him. The guy was struggling. He had once been a legend in his field, yet his motivation had waned. The results were not there, and he was trying to figure out if he wanted to keep going or quit. The guy was Michael Phelps, and what Lewis told him at least partially propelled him to London and an Olympic record for more gold medals than anybody else and certified G.O.A.T. status. “You don’t give up on your talent. You can’t,” was how Phelps relayed Lewis’ message when we talked at a pre-Olympic meet in February. He was back by then, a final push for greatness. I was reminded of what Phelps said Wednesday when Lewis announced his plans to retire from the game after the season. Because, as usually happens with endings, debate began about what exactly will be the enduring legacy of Lewis. It seems obvious. Because what Lewis did exceptionally well, better than stalking a quarterback or taking down a running back or tackling with ferocity, all of which he was great at, was to get more out of the people around him than they believed they had in them. The real talent was his ability to bring people along, either by force of will or strapping them to his back or, more often than not, making them believe they could do what he needed. It is not that simple for everybody. I realize this. For some, his name will forever be associated with a double homicide. There is no doubt he was involved in the incident that left two men dead after the 2000 Super Bowl. What he ended up pleading guilty to was obstruction of justice, though, he has been accused of a bigger role in the years since. Whatever his involvement was — and none of us know for sure — Lewis absolutely used that as his come-to-Jesus moment. There has been an effort to use his life and his talent and his wealth for good since that fateful night. He has, by all accounts, become a good man. Whether this evens the ledger is not for us to decide. This could be a season of destiny for the Harbaugh-led 49ers. See who's in the playoffs, and when they play. Lewis is a complicated character for exactly this reason. He does not fit neatly into our narratives. He is not a thug, nor is he a choir boy. He is complicated. He has made mistakes and come back stronger. He has won a championship yet is as hungry as ever. He is retiring, but he is not done. If ever there was a player who would rage against the dying of the light, it is Lewis. The eulogies and eloquent praises of his legacy probably should wait until the Ravens’ season ends. They are a long shot to advance beyond this weekend. It is exactly those shots that Ray Lewis always convincing people they can make. It would not surprise me in the least if part of the timing of the announcement was as a motivational tool for a wilting Baltimore team. And if he were to call Phelps, my guess is the swimmer would tell him. It is not over when they say it is. It is over when you do.",Raw Data
457,"A look at the final day of the Australian Open tennis championships on Sunday: WEATHER: Mostly sunny, high of 24 Celsius (75 Fahrenheit). ATTENDANCE: Single twilight/night session: 25,061. Total tournament attendance, 684,457. WINNERS: Men's final: No. 1 Novak Djokovic. Mixed doubles final: Wild cards Jarmila Gajdosova and Matthew Ebden, Australia. LOSERS: Men's final: No. 3 Andy Murray. Mixed doubles final: Lucie Hradecka and Frantisek Cermak, Czech Republic. STAT OF THE DAY: 3: number of consecutive Australian Open wins by Djokovic, a record since the Open era began in 1968. QUOTE OF THE DAY: ''I love this court'' - Djokovic on his success at Rod Laver Arena.",Raw Data
